PlayerID,Name,Team,Week,pass_yds,rush_yds,recv_yds,tds,fumbles,total_yards,efficiency
20611,Jeremy Reaves,WAS,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21107,Darnell Savage,WAS,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26021,Trey Amos,WAS,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23386,Arnold Ebiketie,ATL,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23432,Zyon McCollum,TB,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26035,Jacob Parrish,TB,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26013,Nick Emmanwori,SEA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18916,T.J. Watt,PIT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18878,Alvin Kamara,NO,7,0.0,43.0,2.4,0.0,0.0,45.4,0.0
19017,Josh Reynolds,NYJ,7,0.0,0.0,44.5,0.0,0.0,44.5,0.0
25964,Elic Ayomanor,TEN,7,0.0,0.0,44.5,0.0,0.0,44.5,0.0
